attendance,midsem,assignment,gpa,quiz,result
40,6,1,3.1,0,0
23,16,3,1.0,1,0
34,3,4,0.5,1,0
55,15,3,5.8,2,1
29,18,0,8.1,4,1
56,9,1,0.4,2,0
93,2,2,5.7,4,1
46,2,3,3.7,2,0
34,16,0,8.9,5,1
18,9,4,1.5,3,0
7,16,4,5.6,4,1
25,16,2,9.7,5,1
70,20,2,3.5,1,1
29,3,3,7.4,1,0
6,20,2,8.8,4,1
66,5,5,1.9,2,0
64,11,5,9.9,3,1
35,19,0,8.1,3,1
24,16,0,1.4,0,0
36,16,0,3.1,4,1
0,9,5,6.2,3,1
14,6,3,8.8,2,0
36,15,3,1.9,2,1
12,12,2,7.3,1,0
7,2,3,2.7,3,0
4,1,0,8.1,3,0
59,15,1,6.8,2,1
72,5,0,5.2,1,0
0,5,5,6.5,3,0
35,12,1,8.8,2,0
34,6,2,3.9,1,0
65,4,4,7.7,1,1
62,6,3,1.6,2,0
22,1,3,7.0,1,0
8,16,5,7.5,5,1
33,12,0,4.4,5,0
45,20,0,7.9,1,1
77,20,1,5.6,0,1
3,15,3,9.4,1,0
29,19,5,1.1,3,1
94,1,2,1.3,1,0
74,4,0,8.4,3,0
98,17,3,8.4,2,1
71,6,4,4.7,1,0
2,10,5,9.6,2,0
13,10,1,6.8,4,0
59,16,0,9.8,5,1
76,15,0,5.3,1,1
44,12,2,2.0,2,0
95,4,0,4.4,4,0
33,19,5,9.8,3,1
44,15,3,3.7,3,1
60,15,3,9.6,5,1
82,15,3,8.0,5,1
15,13,4,4.4,3,0
65,5,4,5.4,3,1
39,1,0,6.1,3,0
16,13,4,6.7,0,0
33,15,4,0.8,5,1
15,19,2,9.3,2,1
59,12,4,6.0,4,1
65,14,1,9.3,4,1
65,11,1,6.3,1,1
89,8,1,4.3,2,1
12,17,0,5.7,5,1
55,20,3,8.3,0,1
30,13,2,3.3,0,0
33,19,0,9.6,2,1
38,3,3,4.7,3,0
66,7,2,9.6,3,1
7,7,2,8.8,2,0
86,15,2,7.7,5,1
77,9,1,4.7,4,1
54,20,1,5.9,3,1
26,16,1,8.4,1,0
92,0,2,5.4,5,0
52,17,5,7.4,5,1
38,9,2,7.9,0,0
64,20,1,5.1,3,1
16,3,2,5.4,4,0
29,0,1,2.0,5,0
52,3,1,2.4,3,0
12,3,1,9.0,3,0
20,3,5,8.4,0,0
18,16,3,0.1,1,0
52,8,2,8.7,5,1
18,18,0,0.3,1,0
56,12,1,4.6,4,1
24,3,5,0.7,2,0
85,4,0,9.7,2,0
30,12,3,9.7,2,1
80,15,2,6.1,4,1
54,4,5,3.9,5,1
22,7,1,5.1,3,0
31,15,1,7.6,1,0
61,0,1,2.2,1,0
73,5,5,4.4,3,1
9,10,0,7.4,5,0
99,15,3,4.0,1,1
71,4,2,0.3,5,0
53,15,3,5.1,1,1
51,6,1,7.4,2,0
19,18,3,9.8,2,1
31,0,0,0.4,0,0
13,8,4,5.4,0,0
49,17,4,4.5,1,1
27,12,2,2.4,2,0
52,14,2,6.4,5,1
23,2,3,1.6,0,0
78,9,2,2.8,0,0
21,8,5,7.8,2,0
29,12,0,4.6,5,0
62,15,1,9.9,0,1
3,2,1,3.9,3,0
76,14,3,4.6,5,1
58,16,1,3.0,3,1
86,13,3,2.4,2,1
7,6,2,9.2,2,0
81,19,2,7.5,0,1
11,15,5,3.3,1,1
30,20,5,7.0,4,1
77,7,0,9.7,3,0
33,3,1,0.7,3,0
81,19,5,2.6,5,1
97,14,0,2.0,5,1
74,4,4,8.7,2,1
75,12,5,1.8,1,1
48,5,0,3.1,2,0
78,4,3,5.4,0,0
56,16,3,6.2,1,1
94,6,0,8.1,0,1
92,5,2,4.1,3,1
25,1,4,5.3,2,0
17,10,0,9.7,5,0
95,6,5,3.0,2,1
85,20,2,2.5,4,1
37,7,0,7.1,1,0
80,4,1,7.7,3,0
86,17,5,4.1,4,1
87,15,5,2.1,4,1
49,13,3,7.8,2,1
7,11,1,6.7,1,0
40,16,1,8.8,2,1
5,4,5,8.4,1,0
68,13,4,2.1,4,1
43,5,2,8.3,0,0
63,14,3,1.8,3,1
28,6,1,8.6,4,0
27,13,3,7.7,2,1
10,17,5,5.7,3,1
64,0,2,6.4,4,0
18,5,0,1.0,1,0
8,2,1,0.4,2,0
26,4,2,3.3,4,0
33,11,3,8.2,1,0
43,10,5,4.7,1,0
67,12,2,2.2,1,1
99,15,0,8.3,3,1
81,17,2,2.3,2,1
14,16,5,8.2,1,1
50,16,3,4.5,4,1
12,10,1,4.6,1,0
82,19,1,2.7,2,1
48,9,4,9.0,5,1
69,15,3,0.9,5,1
55,1,4,1.4,3,0
75,16,4,6.4,1,1
50,19,5,8.5,4,1
36,9,5,1.0,2,0
16,12,5,7.3,1,0
57,11,0,7.4,3,0
86,14,3,5.8,0,1
89,6,1,4.9,5,1
28,20,3,3.2,4,1
32,12,5,3.5,5,1
59,11,0,6.7,1,0
90,11,3,0.7,1,1
88,1,3,5.8,0,0
54,4,4,2.8,2,0
9,1,3,4.7,0,0
46,19,4,5.6,2,1
22,12,4,8.9,1,1
84,2,2,5.8,0,0
20,10,5,2.3,5,0
12,15,0,0.8,5,0
100,0,4,6.3,1,1
32,18,3,5.5,0,1
23,10,4,6.7,1,0
10,8,4,4.6,5,0
16,13,4,8.3,5,1
67,8,1,9.2,1,0
46,6,1,0.4,1,0
24,15,1,7.4,3,0
93,2,1,0.4,0,0
72,18,2,4.5,3,1
20,3,4,4.6,1,0
83,6,2,7.0,4,1
82,11,3,3.5,5,1
82,17,5,8.2,2,1
11,4,0,3.4,0,0
36,9,2,3.4,0,0
41,11,1,2.2,5,1
16,7,1,6.8,2,0
100,18,3,0.8,3,1
47,14,4,3.6,2,1
27,0,0,2.7,4,0
40,2,2,2.3,1,0
98,17,4,0.6,2,1
46,17,4,1.9,2,1
17,1,5,4.5,1,0
77,4,5,5.0,5,1
98,0,2,2.7,0,0
70,9,2,6.5,5,1
12,19,2,3.4,4,1
81,9,2,3.7,5,1
100,4,1,7.8,2,1
12,17,4,5.5,2,1
99,20,4,9.5,0,1
30,14,1,3.6,4,0
1,19,4,8.3,1,1
15,7,2,7.4,1,0
8,16,0,8.9,3,0
72,11,5,9.6,4,1
37,20,5,0.1,4,1
74,11,4,0.9,2,1
53,0,0,6.7,3,0
55,3,5,3.9,1,0
85,7,0,8.2,4,1
96,0,1,0.1,4,0
99,14,3,8.1,0,1
86,17,4,1.4,1,1
44,0,1,2.9,0,0
33,10,1,9.7,3,0
8,1,0,0.5,4,0
87,0,4,3.5,3,0
7,11,1,0.8,5,0
6,15,2,8.5,0,0
35,9,1,7.0,1,0
17,17,2,8.0,4,1
2,14,3,5.3,5,0
27,16,2,3.6,5,1
69,9,2,0.0,1,0
43,2,0,2.8,3,0
20,20,1,5.1,5,1
27,15,3,6.6,2,1
53,5,1,2.3,1,0
53,2,2,1.4,5,0
64,8,5,2.0,1,1
99,10,2,3.5,1,1
20,20,1,1.5,4,1
98,12,3,1.6,3,1
12,17,5,0.4,3,0
56,3,3,8.6,4,0
48,7,0,2.2,1,0
53,12,2,8.2,1,1
9,9,2,4.4,2,0
52,1,0,6.3,5,0
43,7,1,0.8,1,0
46,5,2,5.8,5,0
52,15,1,2.9,0,0
73,17,3,1.0,5,1
45,16,5,9.1,1,1
12,5,5,6.0,2,0
36,12,5,2.4,0,0
23,13,4,4.2,2,1
1,20,0,3.6,5,1
85,9,5,7.0,2,1
80,10,2,6.1,5,1
99,12,0,0.2,3,1
13,11,3,2.0,5,0
9,8,3,4.8,4,0
34,3,3,4.5,2,0
24,6,3,5.2,1,0
2,1,4,7.1,3,0
16,6,1,6.8,0,0
11,8,1,3.7,5,0
53,4,5,8.8,4,1
23,14,4,0.6,3,1
28,17,1,5.8,2,0
42,3,3,9.5,3,0
24,18,1,5.5,1,0
99,19,0,4.6,1,1
59,6,5,1.3,1,0
89,7,1,8.1,4,1
64,16,0,3.7,3,0
83,12,2,7.0,3,1
27,20,0,2.0,2,0
15,10,0,0.4,0,0
46,0,3,3.1,1,0
80,1,3,2.8,0,0
91,16,5,8.7,0,1
57,4,3,8.6,1,0
75,5,0,5.3,1,0
26,6,4,0.2,2,0
52,20,3,2.3,4,1
41,14,3,6.4,1,1
58,18,0,1.0,0,0
46,15,2,7.0,2,1
93,12,2,0.1,3,1
33,4,1,6.8,2,0
36,2,5,8.4,1,0
5,2,2,4.7,5,0
6,18,3,8.3,1,1
95,13,4,7.8,4,1
95,15,1,6.7,2,1
24,16,5,4.5,1,1
32,3,4,2.7,0,0
54,12,4,8.6,0,1
57,7,3,6.5,2,0
6,18,0,8.0,4,0
56,4,0,5.5,5,0
11,1,0,1.7,2,0
15,14,2,9.8,4,0
79,1,0,1.8,0,0
42,10,5,9.1,1,1
99,12,3,2.1,3,1
76,9,2,3.7,1,0
6,2,5,4.4,0,0
99,4,0,9.2,5,1
50,2,5,8.9,0,0
72,5,4,8.2,1,1
31,12,3,3.8,1,0
74,9,3,0.0,5,1
7,18,5,6.8,5,1
96,7,1,4.1,0,1
86,17,3,7.6,1,1
88,2,4,7.9,3,1
71,16,3,4.4,3,1
44,7,1,7.5,2,0
85,9,3,8.4,3,1
58,1,3,9.3,0,0
3,11,1,5.8,0,0
66,5,3,7.8,2,0
28,1,5,4.9,4,0
28,20,2,0.4,2,1
97,2,5,1.6,4,1
97,16,3,1.3,4,1
27,6,0,1.7,1,0
76,20,0,0.1,5,1
78,4,2,8.6,3,1
86,0,3,5.6,4,0
43,7,4,3.8,1,0
89,11,3,4.1,2,1
3,13,0,4.6,2,0
89,15,1,0.7,4,1
8,9,2,2.7,1,0
4,14,1,8.5,0,0
55,20,4,7.4,5,1
95,14,3,5.6,5,1
83,9,4,4.8,3,1
49,20,1,2.6,4,1
74,6,3,4.7,0,0
14,2,5,6.0,3,0
31,1,5,7.1,0,0
27,5,4,1.7,5,0
21,20,5,8.1,1,1
16,8,5,3.5,4,0
58,9,0,5.0,0,0
89,3,5,6.1,0,1
70,2,0,4.9,0,0
56,8,2,5.7,5,1
25,16,0,1.1,4,0
24,13,0,4.3,1,0
9,9,1,2.8,1,0
44,12,0,0.9,0,0
82,11,0,1.9,1,0
10,0,1,6.0,3,0
76,18,0,2.0,1,1
52,18,5,1.8,0,1
71,5,0,5.5,3,0
67,12,2,9.0,4,1
94,18,0,7.9,2,1
27,12,0,9.1,5,1
74,20,2,5.8,1,1
64,3,1,4.1,3,0
48,1,5,7.3,2,0
46,14,0,2.6,4,0
51,11,5,0.8,2,1
87,6,4,3.4,4,1
53,19,5,3.0,0,1
59,17,1,6.8,0,1
56,12,1,5.5,5,1
46,16,0,1.4,5,1
30,3,2,9.1,4,0
45,13,1,5.9,2,0
25,19,2,4.6,5,1
4,12,4,9.4,1,0
83,2,2,1.0,2,0
51,17,3,7.9,5,1
74,13,2,3.6,2,1
53,14,1,7.0,1,0
32,2,2,9.3,2,0
49,0,2,5.2,2,0
37,16,3,0.2,3,1
26,2,3,0.3,4,0
97,13,0,3.3,0,1
14,2,1,7.8,5,0
95,12,0,2.9,5,1
60,14,3,3.3,5,1
20,17,2,7.8,4,1
45,13,3,1.2,2,1
68,20,4,8.5,1,1
5,2,2,2.7,1,0
37,18,0,0.5,0,0
61,7,2,1.2,0,0
85,3,4,9.5,0,0
61,3,3,4.5,1,0
81,18,1,2.6,2,1
77,10,5,5.2,0,1
73,0,1,6.8,0,0
45,7,1,3.2,1,0
12,14,3,7.3,5,1
94,0,1,2.5,2,0
93,6,4,1.1,0,1
2,20,3,5.5,2,1
93,19,1,1.5,3,1
5,19,5,9.4,5,1
92,10,0,0.0,5,1
7,13,3,7.6,0,0
43,15,3,2.8,0,0
32,13,2,8.5,1,1
80,11,1,0.6,5,1
74,16,0,9.5,3,1
76,13,5,1.0,3,1
49,9,4,7.9,3,1
10,13,3,5.2,4,0
94,17,4,4.3,1,1
27,8,4,2.8,1,0
69,16,4,8.4,0,1
40,5,2,2.0,1,0
15,7,4,7.2,0,0
67,12,1,4.5,0,1
98,17,1,10.0,4,1
47,4,0,6.1,1,0
55,5,0,1.0,1,0
63,20,5,4.2,4,1
58,18,4,0.7,4,1
89,3,4,2.9,1,1
61,6,2,3.4,1,0
75,3,4,8.5,0,1
10,10,4,8.4,2,1
100,11,4,0.1,5,1
88,13,3,5.3,0,1
17,12,3,2.2,3,0
18,9,2,3.2,3,0
86,17,2,0.2,2,1
54,15,1,7.5,5,1
81,4,2,9.5,4,1
25,7,5,2.2,3,0
5,13,1,3.4,4,0
3,4,4,2.1,4,0
28,7,2,9.3,0,0
58,5,5,0.1,4,0
97,15,2,5.8,2,1
16,3,2,8.7,0,0
42,11,1,1.9,2,0
79,10,1,5.9,4,1
65,2,0,0.5,3,0
33,11,1,8.1,5,0
7,4,1,2.7,4,0
12,5,3,9.9,2,0
7,18,2,9.2,1,0
93,17,1,7.3,1,1
95,15,2,5.0,3,1
99,10,2,7.7,5,1
93,4,3,1.3,2,0
64,8,2,3.1,3,1
42,2,5,0.3,0,0
38,7,1,6.5,4,0
80,5,2,8.1,0,0
58,3,0,9.5,1,0
83,11,0,6.9,4,1
87,11,3,7.3,0,1
85,20,5,9.0,1,1
92,15,1,9.4,5,1
85,9,3,4.9,0,1
43,13,0,1.1,4,0
8,12,5,4.7,0,0
36,8,1,5.6,4,0
73,6,2,6.3,0,0
35,11,1,9.9,3,1
100,4,4,9.2,5,1
91,17,1,4.0,0,1
27,3,2,1.1,0,0
41,1,4,2.1,3,0
42,2,5,1.7,1,0
84,11,3,3.6,4,1
87,2,5,8.8,2,1
41,3,1,4.4,1,0
65,5,3,5.7,4,1
54,11,1,1.8,0,0
71,18,0,4.9,1,1
47,9,0,8.7,0,0
90,0,2,7.7,1,0
21,16,5,0.8,1,0
100,15,0,8.6,2,1
26,8,4,2.7,3,0
92,20,4,6.7,1,1
66,8,1,1.5,0,0
12,8,3,6.7,2,0
44,11,4,0.4,1,0
9,8,1,6.0,3,0
99,14,3,6.5,0,1
8,1,0,2.4,2,0
53,10,1,9.4,4,1
26,10,3,0.5,5,0
33,7,2,8.9,3,0
0,5,5,3.8,4,0
31,20,5,7.1,4,1
88,19,2,6.5,2,1
92,6,4,1.7,2,1
70,2,5,3.2,2,0
66,7,3,5.3,4,1
83,17,2,8.5,5,1
19,16,4,9.5,0,1
93,10,1,0.2,2,1
34,1,1,3.5,3,0
98,20,3,6.7,2,1
90,18,3,5.3,5,1
89,6,3,9.4,2,1
77,17,5,0.2,5,1
16,7,3,4.4,2,0
17,13,2,6.7,4,1
44,6,2,2.2,5,0
92,20,4,7.3,0,1
83,3,2,0.8,2,0
52,16,5,4.5,4,1
90,4,1,6.8,3,0
81,11,4,2.7,0,1
67,8,2,0.7,4,0
64,19,3,9.6,5,1
0,12,2,9.1,1,0
57,17,0,9.3,3,1
25,19,4,9.8,3,1
19,8,5,1.8,1,0
86,3,2,1.6,4,1
9,20,2,0.3,4,0
58,7,5,8.9,5,1
74,0,1,7.5,3,0
40,16,3,6.3,4,1
4,8,3,9.3,1,0
64,19,1,5.8,4,1
16,12,1,1.3,3,0
21,1,0,1.8,4,0
97,12,5,1.3,0,1
40,8,4,3.1,1,0
92,19,3,3.8,1,1
67,5,1,8.0,2,0
68,0,1,1.9,4,0
10,4,5,7.3,5,0
55,2,4,4.9,1,0
50,3,1,10.0,4,0
20,0,0,7.8,0,0
98,13,4,9.7,3,1
75,8,0,3.4,3,0
25,3,2,1.2,2,0
18,17,3,5.1,2,1
59,13,1,1.2,5,1
70,3,4,4.9,1,0
46,9,0,2.7,5,0
70,2,3,4.9,1,0
25,6,3,9.5,1,0
39,9,1,2.9,0,0
4,12,3,9.9,2,0
20,3,1,2.3,2,0
77,17,2,2.1,3,1
3,10,1,5.4,2,0
22,3,5,8.4,2,0
83,13,0,7.5,0,0
14,17,5,7.2,5,1
92,7,3,2.8,1,1
7,9,3,0.2,5,0
40,4,3,1.6,0,0
18,6,1,3.5,4,0
45,11,4,9.7,3,1
27,2,1,9.2,3,0
90,3,0,2.0,3,0
67,9,1,7.3,5,1
14,3,3,5.8,1,0
98,14,2,0.5,1,1
36,9,0,3.7,1,0
0,20,5,4.9,3,1
66,15,2,6.7,3,1
23,14,0,2.9,5,0
26,18,0,9.3,5,1
39,19,3,4.5,3,1
62,18,5,2.5,4,1
60,17,1,3.2,4,1
35,11,5,7.5,5,1
97,15,3,6.4,3,1
92,0,3,7.4,1,0
23,15,3,2.9,1,1
23,1,2,3.3,4,0
3,14,5,4.0,4,1
66,6,5,1.9,3,1
33,0,0,6.9,3,0
56,4,4,3.3,1,0
48,9,1,3.3,5,0
86,20,3,2.7,2,1
52,3,5,4.5,5,0
22,13,5,7.7,1,1
68,12,0,8.4,5,1
94,0,1,8.0,1,0
52,15,4,6.2,3,1
61,8,4,2.8,2,1
40,15,3,7.3,2,1
56,18,4,0.4,3,1
59,14,4,8.0,0,1
53,13,1,7.8,3,1
69,19,1,6.7,4,1
100,9,3,1.0,5,1
56,20,5,10.0,2,1
9,11,0,7.6,3,0
39,0,3,7.3,1,0
6,20,2,0.6,1,0
37,16,4,4.0,5,1
84,8,0,0.9,1,0
60,18,5,3.6,3,1
83,17,5,5.7,0,1
2,6,1,8.8,4,0
50,8,2,2.8,1,0
85,20,5,6.2,3,1
46,11,2,1.6,0,0
67,6,4,3.5,2,1
91,13,1,9.5,2,1
75,14,0,7.5,5,1
37,14,1,5.5,4,1
35,5,4,2.5,3,0
40,20,5,3.8,3,1
68,13,2,1.6,1,0
12,1,4,3.5,0,0
86,7,5,1.5,4,1
57,12,3,8.0,0,1
49,5,2,0.8,4,0
29,4,4,1.9,3,0
61,4,0,6.9,3,0
100,0,0,9.0,4,0
24,8,5,9.6,0,0
26,5,5,8.4,5,0
50,19,0,2.1,2,1
77,6,3,2.9,2,0
56,8,1,8.7,1,0
46,4,0,8.9,1,0
99,13,5,6.4,5,1
38,4,5,3.1,0,0
15,7,3,2.2,5,0
21,6,0,8.5,3,0
84,12,3,2.1,0,1
53,12,0,6.6,4,0
20,7,1,9.7,2,0
71,10,4,7.1,1,1
15,17,0,2.6,0,0
58,18,4,2.8,0,1
30,5,0,0.9,4,0
41,1,1,6.9,3,0
73,12,5,5.2,3,1
31,10,4,2.1,2,0
58,0,3,2.3,5,0
33,1,0,0.1,5,0
8,16,5,9.8,1,1
80,7,0,8.3,3,0
10,1,3,3.9,3,0
95,5,1,9.5,3,1
9,4,2,6.8,5,0
85,15,0,7.5,0,1
16,7,3,6.8,3,0
67,18,2,7.6,5,1
47,15,0,1.7,4,1
51,12,4,5.6,5,1
24,19,5,8.5,2,1
20,6,5,0.2,3,0
100,15,3,1.2,1,1
64,15,4,2.5,0,1
62,11,1,2.9,4,1
88,13,2,1.8,5,1
50,17,3,6.2,2,1
35,17,0,2.9,0,0
80,15,5,1.6,4,1
87,19,0,9.1,0,1
65,15,2,7.0,2,1
14,12,4,2.5,2,0
95,8,4,3.6,3,1
38,8,3,7.4,1,0
69,12,3,7.9,3,1
0,3,4,1.8,5,0
22,8,3,9.4,0,0
38,14,4,7.9,3,1
56,13,2,8.6,2,1
80,18,3,1.4,2,1
33,11,4,1.4,2,0
40,20,3,3.1,3,1
92,5,0,0.6,5,0
72,2,5,0.9,5,1
12,19,0,1.4,4,0
69,15,1,7.1,3,1
5,19,4,0.3,3,1
83,16,1,0.8,3,1
51,15,4,9.4,3,1
2,5,5,0.8,2,0
80,7,3,5.4,1,1
62,18,4,6.4,3,1
48,1,0,9.6,3,0
75,13,3,9.0,1,1
46,11,5,4.4,3,1
54,16,0,9.4,1,1
63,14,3,4.3,2,1
64,17,4,6.7,4,1
80,15,4,2.6,3,1
66,12,0,6.4,4,1
89,20,2,5.4,3,1
14,16,4,6.1,0,1
99,7,2,6.8,5,1
31,0,3,1.7,0,0
95,2,2,3.0,2,0
67,15,0,7.4,4,1
17,1,1,1.6,4,0
82,14,1,3.4,1,1
42,0,0,6.7,1,0
34,8,1,9.4,3,0
77,15,0,0.8,1,1
57,3,4,5.2,1,0
32,11,2,0.8,4,0
13,0,1,3.8,0,0
33,0,4,1.8,4,0
60,6,1,6.5,1,0
3,17,3,7.6,3,1
87,14,0,2.5,0,1
58,12,0,7.1,1,0
28,15,4,4.5,1,1
82,6,3,2.8,5,1
5,15,2,5.2,3,0
96,12,3,3.8,3,1
48,13,3,2.3,1,0
39,16,5,7.6,1,1
82,11,2,8.0,4,1
64,19,2,8.0,2,1
68,12,3,3.8,3,1
26,19,1,1.7,3,1
79,14,5,8.4,5,1
5,20,1,3.3,4,1
12,3,3,7.5,0,0
63,1,1,8.2,5,0
61,17,2,7.7,5,1
98,1,2,3.9,0,0
18,14,1,9.4,0,0
75,18,2,6.6,3,1
79,14,0,5.8,2,1
42,19,2,7.0,2,1
73,9,3,0.4,4,1
88,19,4,3.9,0,1
19,10,1,8.8,0,0
94,9,5,1.6,1,1
67,4,1,4.1,4,0
43,8,2,4.1,5,1
22,19,2,3.6,5,1
1,18,4,5.6,4,1
21,12,4,10.0,3,1
56,17,5,2.6,3,1
100,16,3,7.0,4,1
71,5,0,7.6,2,0
6,9,3,5.8,4,0
77,1,5,1.0,2,0
55,5,1,5.7,3,0
66,20,2,9.5,4,1
15,12,3,3.4,2,0
82,17,2,6.4,1,1
50,6,2,9.6,1,0
81,1,3,8.0,4,1
79,13,3,6.9,0,1
71,4,4,9.7,4,1
96,17,5,1.7,3,1
11,10,5,7.7,3,0
52,9,0,4.1,1,0
74,10,4,3.6,2,1
4,1,0,5.2,1,0
26,14,3,0.3,2,0
11,6,5,3.1,4,0
16,8,5,1.7,0,0
5,4,0,1.4,3,0
96,6,1,3.4,4,1
4,19,4,8.0,1,1
56,1,4,2.0,5,0
27,2,4,5.3,5,0
77,1,5,7.5,4,1
68,20,2,2.4,0,1
58,18,5,9.2,2,1
32,3,2,8.7,0,0
61,19,5,2.5,1,1
49,6,3,9.9,0,0
18,6,5,6.7,3,0
85,16,3,2.9,5,1
68,18,2,6.8,0,1
65,15,4,6.7,4,1
93,2,2,6.1,2,1
46,14,0,7.1,3,0
38,13,4,2.7,3,1
67,14,5,9.8,3,1
32,13,5,8.6,1,1
12,6,5,7.5,1,0
83,2,5,0.3,4,1
53,16,5,5.9,2,1
6,9,2,7.1,0,0
78,14,3,8.5,4,1
86,5,2,9.5,1,1
13,16,1,9.2,4,1
86,16,2,4.1,2,1
18,13,4,9.0,4,1
53,17,5,0.0,5,1
92,4,2,3.5,5,1
19,7,3,1.1,3,0
28,6,5,8.8,0,0
23,3,0,9.3,1,0
81,17,1,2.6,1,1
62,4,4,3.7,5,1
73,15,3,9.8,2,1
56,13,1,5.7,2,1
7,18,2,5.0,2,0
89,13,1,5.0,1,1
61,8,5,7.0,3,1
28,5,5,9.5,0,0
73,16,0,3.7,2,1
16,18,1,1.7,1,0
65,11,1,1.9,3,0
5,3,5,0.2,2,0
57,15,2,5.6,2,1
68,10,2,9.3,0,1
27,3,4,7.1,5,0
61,16,2,9.9,0,1
40,7,1,9.1,4,0
68,13,0,4.9,5,1
81,1,2,4.9,5,0
89,10,5,6.3,5,1
83,10,5,1.1,2,1
40,5,4,6.1,4,1
48,20,4,4.6,1,1
90,20,1,6.4,0,1
48,13,2,5.7,5,1
75,9,2,3.1,5,1
70,7,4,6.1,3,1
2,6,2,3.7,2,0
9,7,1,1.9,2,0
97,7,0,6.8,4,1
88,1,5,3.1,0,0
34,15,1,8.9,5,1
79,8,2,2.0,5,1
1,12,1,6.0,4,0
23,11,5,5.7,2,1
73,16,3,2.0,0,1
37,1,5,4.4,2,0
21,12,5,6.8,0,0
25,0,3,3.2,2,0
42,18,2,1.1,3,1
54,10,2,6.2,5,1
38,4,0,2.2,4,0
90,0,5,6.8,0,0
28,19,1,8.4,4,1
19,12,0,1.2,0,0
90,7,2,4.4,0,0
40,5,2,4.4,5,0
53,16,4,6.3,0,1
19,11,0,3.3,2,0
18,0,2,4.2,1,0
83,2,3,0.1,2,0
98,13,4,1.2,1,1
65,7,1,5.7,5,1
29,10,4,2.2,5,0
52,13,5,1.4,2,1
33,7,5,3.2,1,0
21,2,1,1.6,5,0
66,6,3,0.6,0,0
5,18,1,2.8,0,0
78,3,0,1.6,1,0
26,15,1,8.0,1,0
9,12,1,0.6,4,0
72,19,4,7.5,0,1
96,18,3,3.8,2,1
95,4,1,6.8,4,1
47,4,0,0.5,1,0
69,19,4,9.2,5,1
58,3,3,7.7,2,0
99,1,3,1.4,3,0
58,12,2,2.2,3,1
1,15,5,6.4,5,1
28,1,0,9.2,3,0
67,18,5,4.5,5,1
64,16,4,4.9,2,1
82,4,4,2.4,5,1
25,17,0,3.8,1,0
88,20,3,2.9,2,1
9,17,1,3.5,4,0
52,7,0,0.2,4,0
78,14,4,0.4,3,1
58,12,5,6.8,1,1
21,12,0,6.8,4,0
50,15,3,3.3,0,1
47,19,2,8.9,0,1
20,12,2,2.7,3,0
21,19,1,4.0,3,1
99,1,1,7.3,3,0
97,2,3,7.4,4,1
29,14,5,8.6,1,1
24,18,1,0.3,5,1
27,12,2,1.8,5,0
64,4,3,6.4,3,0
44,5,3,3.4,2,0
67,13,3,0.4,3,1
6,3,0,5.9,5,0
48,18,5,3.9,5,1
8,6,5,3.6,5,0
35,3,1,2.6,4,0
82,1,5,0.1,1,0
0,6,4,1.8,3,0
9,2,2,4.7,0,0
35,14,1,2.8,3,0
72,0,5,8.7,3,1
45,1,2,1.4,1,0
31,9,1,8.8,2,0
31,15,4,4.0,3,1
5,14,2,2.8,3,0
47,14,4,3.0,5,1
37,13,2,3.3,4,0
16,13,0,5.1,1,0
73,5,0,3.5,4,0
26,13,2,6.5,5,1
53,16,2,4.3,3,1
49,17,4,6.7,3,1
34,19,5,6.0,0,1
84,18,3,2.4,4,1
24,16,2,8.1,5,1
27,15,1,8.0,1,1
14,7,1,9.9,3,0
3,6,1,1.8,0,0
92,19,0,8.5,0,1
72,11,5,8.7,2,1
26,8,4,6.4,1,0
25,13,5,5.1,0,0
18,19,0,9.6,1,1
91,0,5,9.7,3,1
16,9,5,6.4,2,0
42,16,1,3.6,5,1
40,16,2,8.2,1,1
41,16,1,0.9,5,1
49,3,5,2.9,2,0
83,16,2,9.9,5,1
39,17,4,8.1,1,1
38,19,3,9.4,5,1
22,1,2,5.9,1,0
95,7,0,4.1,4,1
51,12,1,9.8,2,1
46,19,1,3.1,1,1
62,14,5,7.6,4,1
96,19,5,5.6,4,1
68,8,5,2.3,2,1
42,2,5,0.2,3,0
47,2,1,3.8,2,0
33,1,2,5.5,1,0
39,0,4,1.8,3,0
74,13,2,4.1,2,1
60,16,0,6.2,2,1
49,12,1,7.1,2,1
66,18,2,0.5,2,1
61,14,1,6.6,3,1
57,13,0,0.6,1,0
32,1,3,0.3,4,0
74,6,3,1.5,2,0
15,16,3,6.5,4,1
81,17,1,0.5,4,1
93,5,2,0.2,4,1
47,20,1,1.2,2,1
9,7,4,9.5,2,0
81,1,2,9.1,5,1
37,0,0,0.9,2,0
18,15,5,3.0,2,1
35,6,3,9.5,0,0
58,10,2,1.0,1,0
62,14,2,0.9,0,1
76,12,3,0.9,5,1
45,1,0,9.8,3,0
2,13,1,7.4,0,0
73,5,1,2.1,0,0
64,8,5,0.5,0,0
90,6,2,9.7,1,1
7,17,3,4.3,4,1
50,8,4,6.0,3,1
80,3,0,2.8,3,0
72,8,1,7.6,1,0
5,3,0,2.0,5,0
88,11,0,7.9,0,1
38,3,5,2.3,4,0
59,19,0,1.0,2,1
27,13,3,4.8,1,0
96,6,5,8.1,5,1
53,12,3,3.8,4,1
36,7,5,0.3,5,0
8,4,3,5.5,1,0
81,11,5,6.8,1,1
55,12,5,7.4,2,1
58,19,2,4.0,5,1
